candidate_id,candidate_name,domain,jurisdiction,incumbent_standard,origin_or_formalization,lock_in_period,historical_objective,historical_constraints,historical_evidence,technology_change,other_changes,modern_decision_variable,outcomes,datasets,switching_costs,network_costs,regulation,safety,externalities,identifiability,tractability,comparability,source_quality,negative_control_suitability,tfsc_relevance,technology_mediated_relevance,historical_evidence_score,technology_relevance_score,decision_clarity_score,current_data_score,identifiability_score,counterfactual_feasibility_score,transition_cost_feasibility_score,source_quality_score,comparability_score,total_score,exclusion_flag,verification_status,screening_status,screening_reason
PC03,Shelf-oriented package sizes,packaging_consumer,International or jurisdiction-specific; verify before selection,Packages optimized for retail shelf facings,Retail merchandising and tooling practice,To be established from authoritative historical sources,"Enable mass manufacture, handling, identification, and retail coordination.","Manual handling, physical shelves, linear scanning, and limited product data.",Candidate-level lead only; authoritative history not yet verified,E-commerce fulfillment and automated storage,"E-commerce, demographics, waste policy, and consumer behavior.",Package dimensions and unit count,"Material, damage, storage, transport, access",ISTA studies; carrier package datasets,"Tooling, labels, inventory, retailer systems, and supplier coordination.","Global logistics, retail scanning, compatibility, and installed equipment.","Packaging, labeling, food, waste, and consumer-safety rules apply.","Tamper evidence, child resistance, contamination, and misuse matter.","Material use, waste, transport emissions, and accessibility.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,Possible if the incumbent remains near-optimal,Technology-governance question concerning persistence under changed constraints,automation; digital logistics,1,3,2,1,1,1,1,0,1,11,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
PC04,Fixed blister-pack counts,packaging_consumer,International or jurisdiction-specific; verify before selection,Standard tablet counts and cavity layouts,Pharmaceutical packaging practice,To be established from authoritative historical sources,"Enable mass manufacture, handling, identification, and retail coordination.","Manual handling, physical shelves, linear scanning, and limited product data.",Candidate-level lead only; authoritative history not yet verified,Smart dispensing and adherence monitoring,"E-commerce, demographics, waste policy, and consumer behavior.",Pack size and dosing feedback,"Adherence, waste, safety, cost",Medicine utilization and packaging studies,"Tooling, labels, inventory, retailer systems, and supplier coordination.","Global logistics, retail scanning, compatibility, and installed equipment.","Packaging, labeling, food, waste, and consumer-safety rules apply.","Tamper evidence, child resistance, contamination, and misuse matter.","Material use, waste, transport emissions, and accessibility.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,Possible if the incumbent remains near-optimal,Technology-governance question concerning persistence under changed constraints,sensing; digital identification,1,3,2,1,1,1,1,0,1,11,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
PC05,Standard battery form factors,packaging_consumer,International or jurisdiction-specific; verify before selection,Disposable cylindrical cell sizes,IEC/ANSI battery standards,To be established from authoritative historical sources,"Enable mass manufacture, handling, identification, and retail coordination.","Manual handling, physical shelves, linear scanning, and limited product data.",Candidate-level lead only; authoritative history not yet verified,Rechargeable chemistries and embedded packs,"E-commerce, demographics, waste policy, and consumer behavior.",Cell geometry and replaceability,"Energy density, reuse, safety, compatibility",Battery specifications and lifecycle data,"Tooling, labels, inventory, retailer systems, and supplier coordination.","Global logistics, retail scanning, compatibility, and installed equipment.","Packaging, labeling, food, waste, and consumer-safety rules apply.","Tamper evidence, child resistance, contamination, and misuse matter.","Material use, waste, transport emissions, and accessibility.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,Possible if the incumbent remains near-optimal,Technology-governance question concerning persistence under changed constraints,materials; digital management,1,2,2,1,1,1,1,0,1,10,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
PC06,Fixed appliance test cycles,packaging_consumer,International or jurisdiction-specific; verify before selection,Standard laboratory use cycles for efficiency labels,Energy-label test standards,To be established from authoritative historical sources,"Enable mass manufacture, handling, identification, and retail coordination.","Manual handling, physical shelves, linear scanning, and limited product data.",Candidate-level lead only; authoritative history not yet verified,Connected appliances and field telemetry,"E-commerce, demographics, waste policy, and consumer behavior.",Test-cycle profile and rating method,"Field energy, comparability, gaming risk",Regulatory test data; smart-meter traces,"Tooling, labels, inventory, retailer systems, and supplier coordination.","Global logistics, retail scanning, compatibility, and installed equipment.","Packaging, labeling, food, waste, and consumer-safety rules apply.","Tamper evidence, child resistance, contamination, and misuse matter.","Material use, waste, transport emissions, and accessibility.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,Possible if the incumbent remains near-optimal,Technology-governance question concerning persistence under changed constraints,sensing; communication,1,3,2,1,1,1,1,0,1,11,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
PC07,Static use-by labels,packaging_consumer,International or jurisdiction-specific; verify before selection,Calendar date labels,Food labeling regulation and shelf-life practice,To be established from authoritative historical sources,"Enable mass manufacture, handling, identification, and retail coordination.","Manual handling, physical shelves, linear scanning, and limited product data.",Candidate-level lead only; authoritative history not yet verified,Time-temperature indicators and cold-chain sensing,"E-commerce, demographics, waste policy, and consumer behavior.",Discard threshold based on date or exposure,"Waste, illness risk, cost",Food-waste and cold-chain datasets,"Tooling, labels, inventory, retailer systems, and supplier coordination.","Global logistics, retail scanning, compatibility, and installed equipment.","Packaging, labeling, food, waste, and consumer-safety rules apply.","Tamper evidence, child resistance, contamination, and misuse matter.","Material use, waste, transport emissions, and accessibility.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,Possible if the incumbent remains near-optimal,Technology-governance question concerning persistence under changed constraints,sensing,1,3,2,1,1,1,1,0,1,11,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
PC08,Fixed deposit denominations,packaging_consumer,International or jurisdiction-specific; verify before selection,Uniform container return deposit,Bottle-bill statutes,To be established from authoritative historical sources,"Enable mass manufacture, handling, identification, and retail coordination.","Manual handling, physical shelves, linear scanning, and limited product data.",Candidate-level lead only; authoritative history not yet verified,Digital return identification and account-based incentives,"E-commerce, demographics, waste policy, and consumer behavior.",Deposit by container and behavior,"Return rate, fraud, equity, administration",Bottle-return program data,"Tooling, labels, inventory, retailer systems, and supplier coordination.","Global logistics, retail scanning, compatibility, and installed equipment.","Packaging, labeling, food, waste, and consumer-safety rules apply.","Tamper evidence, child resistance, contamination, and misuse matter.","Material use, waste, transport emissions, and accessibility.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,Possible if the incumbent remains near-optimal,Technology-governance question concerning persistence under changed constraints,digital identification; adaptive incentives,1,3,2,1,1,1,1,0,1,11,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
PC09,Printed instruction leaflets,packaging_consumer,International or jurisdiction-specific; verify before selection,Fixed paper instructions packaged with products,Consumer-product and medicine labeling,To be established from authoritative historical sources,"Enable mass manufacture, handling, identification, and retail coordination.","Manual handling, physical shelves, linear scanning, and limited product data.",Candidate-level lead only; authoritative history not yet verified,QR-linked updateable and accessible instructions,"E-commerce, demographics, waste policy, and consumer behavior.",Content medium and update process,"Comprehension, currency, access, privacy",Recall notices and usability studies,"Tooling, labels, inventory, retailer systems, and supplier coordination.","Global logistics, retail scanning, compatibility, and installed equipment.","Packaging, labeling, food, waste, and consumer-safety rules apply.","Tamper evidence, child resistance, contamination, and misuse matter.","Material use, waste, transport emissions, and accessibility.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,Possible if the incumbent remains near-optimal,Technology-governance question concerning persistence under changed constraints,communication; digital distribution,1,3,2,1,1,1,1,0,1,11,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
PC10,Fixed serving-size declarations,packaging_consumer,International or jurisdiction-specific; verify before selection,Standard reference amounts on labels,Nutrition labeling regulation,To be established from authoritative historical sources,"Enable mass manufacture, handling, identification, and retail coordination.","Manual handling, physical shelves, linear scanning, and limited product data.",Candidate-level lead only; authoritative history not yet verified,Personalized digital dietary tools,"E-commerce, demographics, waste policy, and consumer behavior.",Reference portion and personalized display,"Comprehension, intake, comparability, equity",Nutrition surveys and labeling experiments,"Tooling, labels, inventory, retailer systems, and supplier coordination.","Global logistics, retail scanning, compatibility, and installed equipment.","Packaging, labeling, food, waste, and consumer-safety rules apply.","Tamper evidence, child resistance, contamination, and misuse matter.","Material use, waste, transport emissions, and accessibility.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,Possible if the incumbent remains near-optimal,Technology-governance question concerning persistence under changed constraints,computation; personalization,1,3,2,1,1,1,1,0,1,11,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
PD01,Letter versus A4 paper,paper_digital_legacy,International or jurisdiction-specific; verify before selection,National paper-size standards,ISO and national paper standards,To be established from authoritative historical sources,"Coordinate documents, communication, and human input across fixed media.","Printing presses, paper handling, mechanical keyboards, and low-bandwidth systems.",Candidate-level lead only; authoritative history not yet verified,Predominantly digital document exchange and responsive layout,"Globalization, accessibility, digital workflows, and device diversity.",Physical page size and digital default,"Compatibility, printing waste, readability, migration cost",Printer and paper market data; ISO specifications,"Installed documents, archives, software, user habits, and legal recognition.","Compatibility across users, devices, institutions, and historical records.","Records, accessibility, evidence, telecom, and identity rules may apply.","Authentication, legibility, emergency use, and archival integrity matter.","Paper use, exclusion, fraud, and communication errors.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,Possible if the incumbent remains near-optimal,Technology-governance question concerning persistence under changed constraints,digital distribution,1,2,2,1,1,1,1,0,1,10,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
PD02,QWERTY keyboard layout,paper_digital_legacy,International or jurisdiction-specific; verify before selection,QWERTY-family key arrangement,Typewriter-era de facto standard,To be established from authoritative historical sources,"Coordinate documents, communication, and human input across fixed media.","Printing presses, paper handling, mechanical keyboards, and low-bandwidth systems.",Candidate-level lead only; authoritative history not yet verified,"Touchscreens, predictive text, speech, and remapping","Globalization, accessibility, digital workflows, and device diversity.",Input mapping or modality,"Speed, errors, learning, accessibility",Open typing datasets and controlled studies,"Installed documents, archives, software, user habits, and legal recognition.","Compatibility across users, devices, institutions, and historical records.","Records, accessibility, evidence, telecom, and identity rules may apply.","Authentication, legibility, emergency use, and archival integrity matter.","Paper use, exclusion, fraud, and communication errors.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,Possible if the incumbent remains near-optimal,Technology-governance question concerning persistence under changed constraints,computation; adaptive interface,1,3,2,1,1,1,1,0,1,11,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
PD03,Eighty-column text width,paper_digital_legacy,International or jurisdiction-specific; verify before selection,80-character terminal and code convention,Punch-card and terminal constraints,To be established from authoritative historical sources,"Coordinate documents, communication, and human input across fixed media.","Printing presses, paper handling, mechanical keyboards, and low-bandwidth systems.",Candidate-level lead only; authoritative history not yet verified,High-resolution displays and responsive editors,"Globalization, accessibility, digital workflows, and device diversity.",Line-length default,"Readability, review errors, screen use",Open code repositories and experiments,"Installed documents, archives, software, user habits, and legal recognition.","Compatibility across users, devices, institutions, and historical records.","Records, accessibility, evidence, telecom, and identity rules may apply.","Authentication, legibility, emergency use, and archival integrity matter.","Paper use, exclusion, fraud, and communication errors.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,Possible if the incumbent remains near-optimal,Technology-governance question concerning persistence under changed constraints,digital display,1,2,2,1,1,1,1,0,1,10,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
PD04,Fax-based document exchange,paper_digital_legacy,International or jurisdiction-specific; verify before selection,Facsimile transmission as accepted workflow,Telecom and legal-administrative practice,To be established from authoritative historical sources,"Coordinate documents, communication, and human input across fixed media.","Printing presses, paper handling, mechanical keyboards, and low-bandwidth systems.",Candidate-level lead only; authoritative history not yet verified,"Secure portals, structured data exchange, and e-signatures","Globalization, accessibility, digital workflows, and device diversity.",Exchange channel and data structure,"Time, errors, security, interoperability",Sector surveys and incident reports,"Installed documents, archives, software, user habits, and legal recognition.","Compatibility across users, devices, institutions, and historical records.","Records, accessibility, evidence, telecom, and identity rules may apply.","Authentication, legibility, emergency use, and archival integrity matter.","Paper use, exclusion, fraud, and communication errors.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,Possible if the incumbent remains near-optimal,Technology-governance question concerning persistence under changed constraints,communication; digital coordination,1,3,2,1,1,1,1,0,1,11,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
PD05,Wet-ink signatures,paper_digital_legacy,International or jurisdiction-specific; verify before selection,Handwritten signature on paper original,Contract and evidentiary practice,To be established from authoritative historical sources,"Coordinate documents, communication, and human input across fixed media.","Printing presses, paper handling, mechanical keyboards, and low-bandwidth systems.",Candidate-level lead only; authoritative history not yet verified,Cryptographic signatures and identity platforms,"Globalization, accessibility, digital workflows, and device diversity.",Authentication and consent mechanism,"Fraud, friction, access, auditability",Court records; e-signature studies,"Installed documents, archives, software, user habits, and legal recognition.","Compatibility across users, devices, institutions, and historical records.","Records, accessibility, evidence, telecom, and identity rules may apply.","Authentication, legibility, emergency use, and archival integrity matter.","Paper use, exclusion, fraud, and communication errors.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,Possible if the incumbent remains near-optimal,Technology-governance question concerning persistence under changed constraints,computation; digital identity,1,3,2,1,1,1,1,0,1,11,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
PD06,Fixed manuscript pagination,paper_digital_legacy,International or jurisdiction-specific; verify before selection,Page and word constraints designed for print workflows,Publisher production practice,To be established from authoritative historical sources,"Coordinate documents, communication, and human input across fixed media.","Printing presses, paper handling, mechanical keyboards, and low-bandwidth systems.",Candidate-level lead only; authoritative history not yet verified,"Digital submission, XML, and online supplements","Globalization, accessibility, digital workflows, and device diversity.",Length and presentation rules,"Review burden, reproducibility, readability",Journal author guidelines and publication metadata,"Installed documents, archives, software, user habits, and legal recognition.","Compatibility across users, devices, institutions, and historical records.","Records, accessibility, evidence, telecom, and identity rules may apply.","Authentication, legibility, emergency use, and archival integrity matter.","Paper use, exclusion, fraud, and communication errors.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,Possible if the incumbent remains near-optimal,Technology-governance question concerning persistence under changed constraints,digital distribution,1,2,2,1,1,1,1,0,1,10,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
PD07,Twelve-hour clock notation,paper_digital_legacy,International or jurisdiction-specific; verify before selection,AM/PM time representation,Regional civil-time convention,To be established from authoritative historical sources,"Coordinate documents, communication, and human input across fixed media.","Printing presses, paper handling, mechanical keyboards, and low-bandwidth systems.",Candidate-level lead only; authoritative history not yet verified,Digital systems spanning jurisdictions,"Globalization, accessibility, digital workflows, and device diversity.",Time representation and locale handling,"Scheduling errors, usability, compatibility",Incident reports and usability studies,"Installed documents, archives, software, user habits, and legal recognition.","Compatibility across users, devices, institutions, and historical records.","Records, accessibility, evidence, telecom, and identity rules may apply.","Authentication, legibility, emergency use, and archival integrity matter.","Paper use, exclusion, fraud, and communication errors.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,Possible if the incumbent remains near-optimal,Technology-governance question concerning persistence under changed constraints,digital coordination,1,2,2,1,1,1,1,0,1,10,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
PD08,Postal addressing formats,paper_digital_legacy,International or jurisdiction-specific; verify before selection,Country-specific line-oriented addresses,Postal sorting standards,To be established from authoritative historical sources,"Coordinate documents, communication, and human input across fixed media.","Printing presses, paper handling, mechanical keyboards, and low-bandwidth systems.",Candidate-level lead only; authoritative history not yet verified,"Geocoding, digital maps, and global identifiers","Globalization, accessibility, digital workflows, and device diversity.",Address representation and validation,"Delivery success, inclusion, interoperability",Postal standards; open address datasets,"Installed documents, archives, software, user habits, and legal recognition.","Compatibility across users, devices, institutions, and historical records.","Records, accessibility, evidence, telecom, and identity rules may apply.","Authentication, legibility, emergency use, and archival integrity matter.","Paper use, exclusion, fraud, and communication errors.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,Possible if the incumbent remains near-optimal,Technology-governance question concerning persistence under changed constraints,computation; digital identification,1,3,2,1,1,1,1,0,1,11,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
PD09,Fixed form-field lengths,paper_digital_legacy,International or jurisdiction-specific; verify before selection,Legacy database and paper-form character limits,Mainframe and form-design constraints,To be established from authoritative historical sources,"Coordinate documents, communication, and human input across fixed media.","Printing presses, paper handling, mechanical keyboards, and low-bandwidth systems.",Candidate-level lead only; authoritative history not yet verified,Elastic storage and schema validation,"Globalization, accessibility, digital workflows, and device diversity.",Permitted identifier/name/address length,"Rejection, truncation, interoperability",Public digital-service schemas and issue logs,"Installed documents, archives, software, user habits, and legal recognition.","Compatibility across users, devices, institutions, and historical records.","Records, accessibility, evidence, telecom, and identity rules may apply.","Authentication, legibility, emergency use, and archival integrity matter.","Paper use, exclusion, fraud, and communication errors.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,Possible if the incumbent remains near-optimal,Technology-governance question concerning persistence under changed constraints,computation; digital records,1,3,2,1,1,1,1,0,1,11,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
PD10,Fixed telephone numbering plans,paper_digital_legacy,International or jurisdiction-specific; verify before selection,National digit lengths and geographic codes,Telephony switching and regulation,To be established from authoritative historical sources,"Coordinate documents, communication, and human input across fixed media.","Printing presses, paper handling, mechanical keyboards, and low-bandwidth systems.",Candidate-level lead only; authoritative history not yet verified,"Internet calling, number portability, and identity layers","Globalization, accessibility, digital workflows, and device diversity.",Number allocation and identifier architecture,"Exhaustion, routing, fraud, migration cost",ITU and regulator numbering data,"Installed documents, archives, software, user habits, and legal recognition.","Compatibility across users, devices, institutions, and historical records.","Records, accessibility, evidence, telecom, and identity rules may apply.","Authentication, legibility, emergency use, and archival integrity matter.","Paper use, exclusion, fraud, and communication errors.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,Possible if the incumbent remains near-optimal,Technology-governance question concerning persistence under changed constraints,communication; digital identity,1,3,2,1,1,1,1,0,1,11,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
UI01,Flat electricity tariffs,utilities_infrastructure,International or jurisdiction-specific; verify before selection,Uniform volumetric price within broad periods,Manual metering and rate regulation,To be established from authoritative historical sources,Provide reliable utility service using stable centralized operating rules.,"Manual metering, weak telemetry, slow control, and limited forecasting.",Candidate-level lead only; authoritative history not yet verified,Smart meters and automated demand response,"Decarbonization, distributed resources, climate, demand, and asset age.",Retail price by interval and system state,"Peak load, bills, emissions, volatility, equity",Open Power System Data; smart-meter trials,"Long-lived assets, customer equipment, control systems, and tariff migration.",System-wide synchronization and interoperability.,"Utility, environmental, reliability, and rate-setting rules apply.","Service continuity, pressure, voltage, water quality, and fail-safe operation bind.","Emissions, resource depletion, affordability, and resilience.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,Possible if the incumbent remains near-optimal,Technology-governance question concerning persistence under changed constraints,sensing; communication; adaptive control,3,3,3,2,2,3,3,3,3,25,,selection_sources_persisted_and_checked,frozen_primary,Interval load and price data plus DOE evidence on AMI-enabled rates permit flat and time-varying tariff objectives to be compared with explicit distributional and transition constraints.
UI02,Fixed transformer tap settings,utilities_infrastructure,International or jurisdiction-specific; verify before selection,Seasonal or manual distribution-voltage settings,Distribution engineering practice,To be established from authoritative historical sources,Provide reliable utility service using stable centralized operating rules.,"Manual metering, weak telemetry, slow control, and limited forecasting.",Candidate-level lead only; authoritative history not yet verified,"On-load tap changers, smart inverters, and feeder sensing","Decarbonization, distributed resources, climate, demand, and asset age.",Voltage-control setpoint by state,"Voltage violations, losses, hosting capacity",OpenDSS feeders and public grid datasets,"Long-lived assets, customer equipment, control systems, and tariff migration.",System-wide synchronization and interoperability.,"Utility, environmental, reliability, and rate-setting rules apply.","Service continuity, pressure, voltage, water quality, and fail-safe operation bind.","Emissions, resource depletion, affordability, and resilience.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,Possible if the incumbent remains near-optimal,Technology-governance question concerning persistence under changed constraints,sensing; adaptive control,1,3,2,1,1,1,1,0,1,11,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
UI03,Constant water pressure targets,utilities_infrastructure,International or jurisdiction-specific; verify before selection,Fixed pressure setpoints and pump schedules,Water utility design practice,To be established from authoritative historical sources,Provide reliable utility service using stable centralized operating rules.,"Manual metering, weak telemetry, slow control, and limited forecasting.",Candidate-level lead only; authoritative history not yet verified,Network pressure sensing and variable-speed pumps,"Decarbonization, distributed resources, climate, demand, and asset age.",Pump speed and pressure by demand,"Energy, leakage, pressure compliance, failures",EPANET benchmark networks and utility demand profiles,"Long-lived assets, customer equipment, control systems, and tariff migration.",System-wide synchronization and interoperability.,"Utility, environmental, reliability, and rate-setting rules apply.","Service continuity, pressure, voltage, water quality, and fail-safe operation bind.","Emissions, resource depletion, affordability, and resilience.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,Possible if the incumbent remains near-optimal,Technology-governance question concerning persistence under changed constraints,sensing; adaptive control,1,3,2,1,1,1,1,0,1,11,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
UI04,Scheduled meter reading,utilities_infrastructure,International or jurisdiction-specific; verify before selection,Monthly or periodic manual meter reads,Utility billing operations,To be established from authoritative historical sources,Provide reliable utility service using stable centralized operating rules.,"Manual metering, weak telemetry, slow control, and limited forecasting.",Candidate-level lead only; authoritative history not yet verified,Advanced metering infrastructure,"Decarbonization, distributed resources, climate, demand, and asset age.",Measurement and billing interval,"Accuracy, cost, detection, privacy",Smart-meter program evaluations,"Long-lived assets, customer equipment, control systems, and tariff migration.",System-wide synchronization and interoperability.,"Utility, environmental, reliability, and rate-setting rules apply.","Service continuity, pressure, voltage, water quality, and fail-safe operation bind.","Emissions, resource depletion, affordability, and resilience.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,Possible if the incumbent remains near-optimal,Technology-governance question concerning persistence under changed constraints,sensing; communication,1,3,2,1,1,1,1,0,1,11,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
UI05,Fixed waste-collection routes,utilities_infrastructure,International or jurisdiction-specific; verify before selection,Recurring route and pickup calendar,Municipal sanitation operations,To be established from authoritative historical sources,Provide reliable utility service using stable centralized operating rules.,"Manual metering, weak telemetry, slow control, and limited forecasting.",Candidate-level lead only; authoritative history not yet verified,"Bin fill sensors, GPS, and dynamic routing","Decarbonization, distributed resources, climate, demand, and asset age.","Pickup day, route, and vehicle assignment","Distance, overflow, emissions, service",Municipal route and fill-level datasets,"Long-lived assets, customer equipment, control systems, and tariff migration.",System-wide synchronization and interoperability.,"Utility, environmental, reliability, and rate-setting rules apply.","Service continuity, pressure, voltage, water quality, and fail-safe operation bind.","Emissions, resource depletion, affordability, and resilience.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,Possible if the incumbent remains near-optimal,Technology-governance question concerning persistence under changed constraints,sensing; computation,1,3,2,1,1,1,1,0,1,11,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
UI06,Astronomical streetlight schedules,utilities_infrastructure,International or jurisdiction-specific; verify before selection,Lights switched by fixed dusk/dawn tables,Street-lighting operations,To be established from authoritative historical sources,Provide reliable utility service using stable centralized operating rules.,"Manual metering, weak telemetry, slow control, and limited forecasting.",Candidate-level lead only; authoritative history not yet verified,"LED dimming, motion sensing, and connected control","Decarbonization, distributed resources, climate, demand, and asset age.",Light level by place and time,"Energy, visibility, ecology, maintenance",Municipal inventories and energy reports,"Long-lived assets, customer equipment, control systems, and tariff migration.",System-wide synchronization and interoperability.,"Utility, environmental, reliability, and rate-setting rules apply.","Service continuity, pressure, voltage, water quality, and fail-safe operation bind.","Emissions, resource depletion, affordability, and resilience.","Provisional; requires separation of technology from demographic, economic, regulatory, and behavioral change",Potentially tractable with public data or an explicitly calibrated open model; not yet verified,Comparable at the protocol level; outcome units remain case-specific,No retained candidate-specific source yet,Possible if the incumbent remains near-optimal,Technology-governance question concerning persistence under changed constraints,sensing; communication; adaptive control,1,3,2,1,1,1,1,0,1,11,,unverified_longlist,longlist,Plausible candidate retained for evidence-first screening; score excludes effect direction and magnitude
